FLD_MATCODIGO;FLD_MATNOMBRE;TIPO;FECHA;MMP;StockSeguridad;PtoReorden;StockMaximo;StockMinimo;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/02/2014 0:00:00.000;28541,33;395,60;39603,86;68145,19;28541,33;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/03/2014 0:00:00.000;27756,67;836,04;40401,69;68158,35;27756,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/03/2014 0:00:00.000;17182;3293,50;31253,17;48435,17;17182;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/03/2014 0:00:00.000;56702,67;564,67;76889,48;133592,14;56702,67;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/03/2014 0:00:00.000;85584,47;2927,83;112954,70;198539,16;85584,47;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/03/2014 0:00:00.000;28343;111,96;38186,96;66529,96;28343;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/03/2014 0:00:00.000;26066;1563,27;37637,17;63703,17;26066;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/03/2014 0:00:00.000;21445,73;344,89;29832,51;51278,24;21445,73;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/03/2014 0:00:00.000;30113,33;138,90;40629,18;70742,51;30113,33;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/03/2014 0:00:00.000;16670;225,90;22364,95;39034,95;16670;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/03/2014 0:00:00.000;32228,90;509,76;43681,33;75910,23;32228,90;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/03/2014 0:00:00.000;22753,33;1107,53;34338,53;57091,86;22753,33;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/03/2014 0:00:00.000;20158,67;469,10;28211,79;48370,46;20158,67;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/03/2014 0:00:00.000;27908;844,35;40010,96;67918,96;27908;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/03/2014 0:00:00.000;25496;516,15;35938,31;61434,31;25496;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/03/2014 0:00:00.000;23316,13;653,03;31465,94;54782,07;23316,13;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/03/2014 0:00:00.000;120626,60;1146,26;164569,11;285195,71;120626,60;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/03/2014 0:00:00.000;19120;379,55;26965,15;46085,15;19120;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/03/2014 0:00:00.000;16877,30;222,75;22525,20;39402,50;16877,30;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/03/2014 0:00:00.000;13797,67;502,71;19833,92;33631,59;13797,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/03/2014 0:00:00.000;16683,33;569,69;23547,32;40230,66;16683,33;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/04/2014 0:00:00.000;32193,33;597,21;42874,28;75067,62;32193,33;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/04/2014 0:00:00.000;16326,67;375,22;23089,11;39415,77;16326,67;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/04/2014 0:00:00.000;31472,13;593,25;43703,31;75175,45;31472,13;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/04/2014 0:00:00.000;18826,67;1951,74;31042,59;49869,26;18826,67;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/04/2014 0:00:00.000;19492;347,27;27344,11;46836,11;19492;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/04/2014 0:00:00.000;27741,33;536,51;38836,35;66577,69;27741,33;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/04/2014 0:00:00.000;25708,67;306,15;35422,92;61131,59;25708,67;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/04/2014 0:00:00.000;22029,47;491,20;31010,04;53039,50;22029,47;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/04/2014 0:00:00.000;124200;1946,53;169700,66;293900,66;124200;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/04/2014 0:00:00.000;18518,33;479,64;26508,07;45026,40;18518,33;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/04/2014 0:00:00.000;17152,30;270,01;23119,85;40272,15;17152,30;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/04/2014 0:00:00.000;13823;450,72;19602,58;33425,58;13823;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/04/2014 0:00:00.000;16276,77;751,26;23787,02;40063,79;16276,77;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/04/2014 0:00:00.000;29086,67;702,08;39536,22;68622,88;29086,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/04/2014 0:00:00.000;15381,33;1130,78;23240,22;38621,56;15381,33;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/04/2014 0:00:00.000;59496;2257,39;81904,69;141400,69;59496;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/04/2014 0:00:00.000;92044,13;2346,49;122012,15;214056,28;92044,13;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/04/2014 0:00:00.000;30234;936,41;40880,64;71114,64;30234;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/04/2014 0:00:00.000;26867;983,35;35458,09;62325,09;26867;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/04/2014 0:00:00.000;21895,53;729,76;30134,88;52030,41;21895,53;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/05/2014 0:00:00.000;32153,33;489,90;42719,44;74872,78;32153,33;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/05/2014 0:00:00.000;16548,67;253,41;22765,90;39314,57;16548,67;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/05/2014 0:00:00.000;31896,63;405,03;43521,30;75417,93;31896,63;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/05/2014 0:00:00.000;19083,33;1789,19;30696,61;49779,94;19083,33;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/05/2014 0:00:00.000;20090;190,89;27419,42;47509,42;20090;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/05/2014 0:00:00.000;28589,33;314,86;38915,07;67504,41;28589,33;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/05/2014 0:00:00.000;26192;208,52;35472,95;61664,95;26192;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/05/2014 0:00:00.000;23569,47;613,00;31055,45;54624,91;23569,47;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/05/2014 0:00:00.000;119426,67;1925,18;165254,32;284680,99;119426,67;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/05/2014 0:00:00.000;18111,67;582,42;26122,10;44233,77;18111,67;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/05/2014 0:00:00.000;17196,67;355,62;23086,77;40283,44;17196,67;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/05/2014 0:00:00.000;14479,67;444,54;19904,60;34384,27;14479,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/05/2014 0:00:00.000;15966,30;460,71;22991,17;38957,47;15966,30;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/05/2014 0:00:00.000;29520;659,77;39710,84;69230,84;29520;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/05/2014 0:00:00.000;19091;2538,71;27562,20;46653,20;19091;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/05/2014 0:00:00.000;59829,33;1171,25;81001,45;140830,78;59829,33;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/05/2014 0:00:00.000;90670,80;3144,99;122507,45;213178,25;90670,80;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/05/2014 0:00:00.000;32429;1308,26;43621,96;76050,96;32429;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/05/2014 0:00:00.000;29867,33;2447,48;40651,68;70519,02;29867,33;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/05/2014 0:00:00.000;20367,17;158,63;27684,19;48051,35;20367,17;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/06/2014 0:00:00.000;31353,33;257,94;21025,61;52378,94;31353,33;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/06/2014 0:00:00.000;16219;140,25;11277,53;27496,53;16219;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/06/2014 0:00:00.000;33178,97;278,45;22703,66;55882,63;33178,97;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/06/2014 0:00:00.000;17146,67;1158,73;15156,36;32303,02;17146,67;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/06/2014 0:00:00.000;18727,33;430,96;13929,98;32657,31;18727,33;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/06/2014 0:00:00.000;27522,67;595,43;20013,56;47536,23;27522,67;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/06/2014 0:00:00.000;25476,67;339,68;17866,02;43342,69;25476,67;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/06/2014 0:00:00.000;20279,60;744,53;15444,92;35724,52;20279,60;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/06/2014 0:00:00.000;113543,27;1496,15;80535,20;194078,47;113543,27;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/06/2014 0:00:00.000;19325;249,36;13464,22;32789,22;19325;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/06/2014 0:00:00.000;17950;224,93;12032,25;29982,25;17950;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/06/2014 0:00:00.000;14429,67;364,88;10159,82;24589,49;14429,67;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/06/2014 0:00:00.000;17104,87;387,52;12320,35;29425,21;17104,87;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/06/2014 0:00:00.000;31383,33;854,65;21565,72;52949,05;31383,33;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/06/2014 0:00:00.000;19569,67;2067,76;15097,92;34667,59;19569,67;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/06/2014 0:00:00.000;59113,47;547,70;40159,60;99273,07;59113,47;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/06/2014 0:00:00.000;93247,33;1296,16;62542,00;155789,34;93247,33;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/06/2014 0:00:00.000;31502,33;607,91;21195,82;52698,16;31502,33;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/06/2014 0:00:00.000;30748,67;1352,42;20537,04;51285,71;30748,67;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/06/2014 0:00:00.000;21534,30;233,33;14919,88;36454,18;21534,30;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/07/2014 0:00:00.000;21752,43;440,37;15612,61;37365,05;21752,43;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/07/2014 0:00:00.000;32186,67;392,72;21859,10;54045,77;32186,67;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/07/2014 0:00:00.000;16159;220,83;11282,71;27441,71;16159;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/07/2014 0:00:00.000;34386,40;689,52;23684,10;58070,50;34386,40;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/07/2014 0:00:00.000;16626,67;1441,52;15422,95;32049,62;16626,67;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/07/2014 0:00:00.000;18794;208,78;13174,49;31968,49;18794;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/07/2014 0:00:00.000;27822,67;371,21;19476,94;47299,61;27822,67;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/07/2014 0:00:00.000;25686,67;171,32;17504,90;43191,56;25686,67;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/07/2014 0:00:00.000;20649,60;292,88;14560,81;35210,41;20649,60;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/07/2014 0:00:00.000;120093,33;1538,66;85088,79;205182,12;120093,33;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/07/2014 0:00:00.000;19043,33;325,90;13332,18;32375,52;19043,33;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/07/2014 0:00:00.000;18090;258,54;12157,14;30247,14;18090;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/07/2014 0:00:00.000;14273,33;324,66;10010,13;24283,47;14273,33;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/07/2014 0:00:00.000;18208,80;617,33;13279,92;31488,72;18208,80;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/07/2014 0:00:00.000;31000;430,76;21305,20;52305,20;31000;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/07/2014 0:00:00.000;19369;1012,46;14467,77;33836,77;19369;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/07/2014 0:00:00.000;60440,13;1350,62;43139,96;103580,10;60440,13;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/07/2014 0:00:00.000;97055,33;580,61;64866,89;161922,22;97055,33;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/07/2014 0:00:00.000;31686,67;648,47;21758,86;53445,53;31686,67;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/07/2014 0:00:00.000;30049,67;812,26;20091,34;50141,01;30049,67;   
224-P113    ;GASA CURACION                                               ;INSUMO;01/08/2014 0:00:00.000;21489,60;507,54;15687,22;37176,82;21489,60;   
225-7205    ;GUANTE P/EXAMEN DES. MEDIANO                                ;INSUMO;01/08/2014 0:00:00.000;124736,67;1668,15;84974,67;209711,34;124736,67;   
241-1552    ;LANCETAS ACCUCHEK SOFTCLIK  DESECHABLES PAC. AMBULATORIO    ;INSUMO;01/08/2014 0:00:00.000;28750;2078,81;19902,25;48652,25;28750;   
225-7254    ;MASCARILLA DESECHABLE PLIEGUE C/ TIRA - ELASTICO            ;INSUMO;01/08/2014 0:00:00.000;18573,33;364,03;12361,76;30935,09;18573,33;   
214-P122    ;ATORVASTATINA CM 40 MG                                      ;FARMACO;01/08/2014 0:00:00.000;14795;306,41;10035,57;24830,57;14795;   
224-4544033 ;JERINGA DESECH LUER LOCK 20CC C/AG 21GX1.5                  ;INSUMO;01/08/2014 0:00:00.000;17657,67;445,82;12215,00;29872,67;17657,67;   
225-7200    ;GUANTE P/EXAMEN DES. GRANDE                                 ;INSUMO;01/08/2014 0:00:00.000;30786,67;526,22;20623,82;51410,48;30786,67;   
212-P008    ;CLONAZEPAM CM 0.5 MG                                        ;FARMACO;01/08/2014 0:00:00.000;20079;1437,02;16279,42;36358,42;20079;   
214-5920    ;PARACETAMOL CM 500 MG                                       ;FARMACO;01/08/2014 0:00:00.000;62777,47;949,90;42647,11;105424,57;62777,47;   
225-7210    ;GUANTE P/EXAMEN DES. CHICO                                  ;INSUMO;01/08/2014 0:00:00.000;96022;1833,76;66284,59;162306,59;96022;   
214-P112    ;OMEPRAZOL CP 20 MG                                          ;FARMACO;01/08/2014 0:00:00.000;33256,67;900,49;22952,47;56209,14;33256,67;   
212-P009    ;CLONAZEPAM CM 2 MG                                          ;FARMACO;01/08/2014 0:00:00.000;28883,33;1214,01;22143,12;51026,46;28883,33;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/08/2014 0:00:00.000;21090,57;170,42;14139,91;35230,47;21090,57;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/08/2014 0:00:00.000;32300;334,70;21718,92;54018,92;32300;   
214-1110073 ;CARBAMAZEPINA CM 200 MG                                     ;FARMACO;01/08/2014 0:00:00.000;16044,33;170,62;11094,31;27138,64;16044,33;   
224-4530397 ;JERINGA DESECH  LUER LOCK 10CC C/AG 21GX1.5                 ;INSUMO;01/08/2014 0:00:00.000;33193,40;377,40;22406,43;55599,83;33193,40;   
224-P119    ;TORULA RECIEN NACIDOS  4 GRAMOS  GRANEL                     ;INSUMO;01/08/2014 0:00:00.000;14506,67;1535,54;14644,75;29151,42;14506,67;   
214-2500    ;ENALAPRILA CM 10 MG                                         ;FARMACO;01/08/2014 0:00:00.000;18492;265,52;13101,44;31593,44;18492;   
214-0110    ;ACIDO ACETIL SALICILICO CM 100MG                            ;FARMACO;01/08/2014 0:00:00.000;28137,33;128,28;18909,45;47046,78;28137,33;   
214-4910    ;LEVOTIROXINA CM 100 MCG                                     ;FARMACO;01/08/2014 0:00:00.000;25733,33;87,68;17300,22;43033,56;25733,33;   
224-4528397 ;JERINGA DESECH  LUER LOCK 5-6CC AG 21GX1.5                  ;INSUMO;01/09/2014 0:00:00.000;21408,03;205,58;14636,26;36044,29;21408,03;   
214-5142    ;METFORMINA CM 850 MG                                        ;FARMACO;01/09/2014 0:00:00.000;32753,33;339,74;21893,91;54647,24;32753,33;   
